url,title,price,rating,review
https://www.carwow.co.uk/fiat/600,Fiat 600 Review & Prices,"£25,105",7/10,"The Fiat 600 is a bit like a designer handbag you buy because of its stylish looks, but when you get it home you find you can barely fit anything inside. That’s because while the 600’s retro-inspired looks will certainly turn heads, alternatives are much more spacious. And there are alternatives aplenty, from the chic Renault Captur to the rugged Dacia Duster , smart Volkswagen T-Cross and ultra-efficient Toyota Yaris Cross . You could even consider the bigger, plug-in hybrid MG HS , which isn’t a great leap in price. Yet while most of those cars look good in their own way, none is quite as funky as the 600. Sure, it’s not as effortlessly cool as the smaller Fiat 500 , but it’s not a bad effort and wears its curves well. That curvy theme continues inside, with a large oval dashboard that, on the base trim, is painted the same shade as the exterior, which works particularly well if you opt for one of the brighter colours. However, there are cheap materials aplenty, and the floppy cover for the central storage bin is just… odd. Space is pretty good for those in the front though, with plenty of places to store bits and bobs, but that’s where the practicality ends. The rear seats are tight and the boot, at 385 litres is smaller than most alternatives offer. The Captur offers up to a massive 616 litres if you slide the rear seats forward. The infotainment system has sharp enough graphics, but navigating its menus and finding various settings is unintuitive. You can at least bypass most of this with wireless Apple CarPlay and Android Auto , which come as standard – and you’ll need to in the base model, because there’s no built-in navigation. Although Fiat markets the 600 engine as a ‘hybrid’, neither of the two engine choices are a proper self-charging or plug-in unit, so you won’t be cruising around town on electric power watching your MPGs skyrocket. However, it’s very effective at engaging electricity at lower speeds or when decelerating, so it’s relatively efficient – 50mpg is achievable – and smooth to drive around town. If all-electric motoring appeals you might consider the Fiat 600e instead. The diminutive footprint might not be great for space but it does mean the 600 is a doddle to drive in the city, particularly if you’re stepping up from the smaller 500. The suspension handles bumps well even at higher speeds, meaning motorway trips are nothing to fear. It’s anything but exciting to drive, though. Although it’s pretty good value for money already, find out how much you could save with Carwow’s Fiat 600 deals , or check out Fiat 600 leasing deals . You can also browse used Fiat 600s or other used Fiats from our network of trusted dealers, and when it’s time to sell your current car , Carwow can help with that, too."
https://www.carwow.co.uk/fiat/500l-mpw,Fiat 500L MPW Review and Prices,"£11,130",5/10,"The Fiat 500L MPW is a much more practical, but not quite as cute-looking, version of the Italian brand’s retro 500 supermini. Unlike the standard 500L, you can choose to have the larger 500L MPW fitted with an extra row of seats in the boot to let you carry seven people. In this respect, it’s similar to the Citroen Grand C4 SpaceTourer and Renault Grand Scenic – all are roomier seven-seat alternatives of existing family MPVs. Unfortunately for the Fiat 500L MPW, its bulbous balloon-like looks aren’t a patch on the futuristic Citroen or the comparatively slinky Renault. At least it’ll stand out in a crowded car park, though – if not for particularly favourable reasons. Thankfully, things improve when you look at the Fiat 500L MPWs interior. It might not be quite as funky as the Grand C4 SpaceTourer inside, but the 500L MPW’s retro white dials, metal-effect air vents and colourful glossy plastic trims make it look much more interesting than the rather drab cabin in a Grand Scenic. Sure, there are a few hard plastics dotted about the place, most noticeably lower down on the doors and dashboard, but the Fiat 500L MPW feels rugged enough to stand up to the rigours of the school run. The Fiat 500L MPW’s infotainment system’s small screen, clunky menus and low-rent graphics do let the side down a bit, though. You won’t have any trouble getting comfy in the 500L MPW’s front seats if you’re very tall and the middle row is roomy enough for three adults to sit side-by-side – if not quite as comfortably as in the Renault and Citroen. You might want to consider the Fiat 500L MPW over the standard 500L if you regularly carry large luggage or a few extra young passengers. Sadly, the optional third row of seats in the boot is much more cramped. There’s space for two kids, but even small adults will find their knees pushing uncomfortably into the seats in front. At least the back seats are easy to access using levers that flip the middle row forward, and the Fiat 500L MPW’s large windows mean none of your passengers will feel claustrophobic or car-sick on long drives. There’s barely any space left in the boot with the rearmost seats occupied, but fold them forward and you’ve plenty of space for a baby buggy and some suitcases. You can also fold down the middle row if you need to carry something large like a bike or some flat-pack furniture. Navigating the Fiat 500L MPW through crowded car parks with plenty of luggage in tow is a doddle. The steering is very light and the large windows give you a great view out. The Fiat’s suspension does a reasonable job smoothing out bumps around town and its tall body doesn’t lean a great deal on twisty country roads, either. The Fiat 500L MPW’s 1.4-litre petrol engine is a good choice if you take in a mix of motorway and town driving, but one of the 1.3-litre and 1.6-litre diesel units will be more suitable if you do lots of long journeys. You can also get the 1.3-litre model with an automatic gearbox to save you making numerous gearchanges in heavy traffic – just don’t expect it to feel particularly spritely when you accelerate hard. Cruise control comes as standard across the 500L MPW range, but only high-spec Trekking models come with automatic emergency braking. Despite this, if you’re looking for a practical MPV with space in the very back for an occasional sixth and seventh passenger, the Fiat 500L MPW is worth considering. Check out our Fiat 500L MPW deals to see how much you can save on one."
https://www.carwow.co.uk/fiat/124-spider,Fiat 124 Spider Review and Prices,"£21,390",7/10,"The Fiat 124 Spider is basically a Mazda MX-5 in a sharp Italian suit. The two cars were developed alongside each other and – along with the Abarth 124 Spider, which is also based on the same platform – are effectively your only options if you want an affordable two-seat sports car. However, if you were happy to spend a bit more, you might also consider the Audi TT Roadster or Mercedes SLC. Among the biggest differences between the Mazda and the Fiat is the way they look, with Fiat deciding to ape the classic Fiat 124 Sport Spider that was first produced back in the 1960s. So, instead of the Mazda’s more edgy lines, the Fiat has a more rounded, curvy look. The 124 interior design has been copied almost exactly from the MX-5. So, you sit nice and low – as you should in a sports car – and there are plenty of sporty touches to be enjoyed, such as gazing down the long bonnet and taking in the fact that each dial is in its own individually housing. If you go for a higher-end model, you get a 7-inch display that sprouts from the top of the dashboard, just like in the Mazda. The Fiat also follows the Mazda, in that there’s plenty of space inside for a couple of adults, too. Getting a comfortable driving position should be simple unless you’re over six feet tall. And, what few changes there are bring welcome improvements. For example, the Fiat has more soft-touch plastics dotted around, while the classy trim pieces give the 124 Spider a more premium feel. As you can probably imagine, boot space is not the 124’s forte, although it will take 140 litres. That’s 10 litres more than in the Mazda and enough for a couple of soft bags, but not a lot else. Where you will notice a bit more difference is in how the two cars drive. Not only does the Fiat have a different engine – Mazda’s non-turbocharged 1.5-litre petrol unit has been replaced by a turbocharged 1.4-litre – Fiat has also fettled the steering, suspension and brakes. Together, these give the 124 its own unique character, so that it has the more comfortable feel of a small grand tourer. As it has some extra pulling power from its turbocharged engine, the Fiat makes a very effective cruiser. It doesn’t need (or want) to be revved hard to get the best performance and there’s enough power to overtake without having to frantically change down a gear. Then again, that’s not a chore, because the gearbox is slick. Clearly, Fiat has taken to heart that line about ‘If you can’t beat them, join them’. There’s no better way to make a great sports car than to start with the Mazda MX-5. On more open roads, the engine’s healthy torque levels make it easier to kick the back end out on long sweeping corners. However, the car is not quite as fun to drive flat out as you might expect, because the steering has marginally less feel than the Mazda’s set-up and could be quicker to turn the wheels. The suspension strikes a good balance between remaining comfortable even on poorly surfaced roads and being able to tackle corners with gusto. Essentially, the 124 Spider is only a little softer than the MX-5 and it’s still a finely balanced rear-wheel drive car that keen drivers will love. Yes, you can feel some vibrations through the body and steering wheel – as you can on many convertibles – but not in a way that detracts heavily from the drive. While the 124’s engine gives it a laid back character, it’s hard to argue with a 0-62mph time of 7.5 seconds, making the basic Fiat a quicker sprinter than the entry-level Mazda MX-5. However, if you’re pressing on down your favourite country back road, the news isn’t all golden. A chief complaint is that the engine has little interest in revving. At lower speeds, it struggles until the turbo comes on song, while at the top end, the power tails off long before you reach the rev limiter. Keep it working in the mid-range and all is well, but this is not a plucky little sports car that loves to be thrashed. And, although there’s a nice burble from the twin exhausts at low speeds, the rest of the time it sounds ordinary – even somewhat strained at higher revs. That idea that the 124 is more of a grand tourer is reflected in the car’s standard equipment. It covers all the basics, including cruise control, air conditioning and 16-inch alloy wheels, but Lusso is arguably the trim to go for, with 17-inch alloys, a leather interior, climate control and rear parking sensors. For all the similarities with the MX-5, the 124 offers something a little different. From its more conservative styling to its torquey engine and softer suspension, it’s a more relaxing car than the MX-5 was ever meant to be."
https://www.carwow.co.uk/fiat/500-electric,Fiat 500e Review & Prices,"£25,035",7/10,"This is the Fiat 500e, a city car with lovable retro-chic looks and an all-electric motor and battery – it's a bit like Greta Thunberg, because it's small and eco friendly. The 500e is a bit bigger and heavier than the petrol 500 that's also still on sale, but it still has diddy dimensions. If you're looking for a small EV there aren't many to choose from – but the Vauxhall Corsa Electric , BYD Dolphin and Peugeot e-208 are all great choices. Rather than add a bunch of fiddly details to the outside, Fiat’s gone back to basics and made the 500 look smoother, more rounded and even more minimalist than before. It’s like your grandad suddenly ditching the dyed comb-over and shaving his head instead. Smoother, simpler, cooler. For starters, the old car’s headlights have been ditched in favour of two semi-circular lamps with curved daytime-running lights that shine out through the bonnet. The flush door handles and hidden indicators are pretty much the only difference you’ll spot from the side, and the lack of an exhaust pipe is a dead giveaway that you’re looking at the new car from behind. OK, so the new Fiat 500e looks pretty similar to the old car on the outside, but it’s a totally different story inside. There’s a brand-new 7.0-inch digital dial display instead of traditional dials, and you get a big 10.25-inch touchscreen on the dashboard with wireless Apple CarPlay and Android Auto smartphone mirroring. The physical controls for the heating and air conditioning are grouped together under the central touchscreen and there’s a storage tray where you’d find a gear lever in a petrol- or diesel-powered car. Space in the front is good for two adults and there are decent storage options, but the back seats cater for two only, and they’ll have to be quite small people at that. Fitting a child seat is pretty much impossible, too, while the 500’s boot is good for the weekly shop, but not much else. It is a city car , after all. The Fiat 500e comes with two battery options – one that offers a 115-mile range and another with a 199-mile range, which isn't great when each of the other alternatives can go comfortably more than 200 miles in official tests. You can recharge your 500 using a three-pin socket, but that’ll take all night – literally. You’ll be better off getting a wallbox to take advantage of AC charging up to 11kW (or 7.4kW if that's the maximum you can get at your house), which will charge the battery in under three hours. The quickest way to charge is using a public fast charger , with the Fiat 500 capable of taking up to 85kW. At these speeds it can go from empty to 80% charged in 35 minutes, and add a useful 30 miles of charge in just five minutes. The Fiat 500 comes with either a 95hp motor that can hustle it from 0-62mph in 9.5 seconds, or a 118hp electric motor with enough poke to accelerate it from 0-62mph in nine seconds. That doesn’t sound particularly fast but the new 500 will do 0-30mph in three seconds, which is nippy in town and faster than most small city cars. Also handy in town is the new 500’s automatic emergency braking that’ll spot pedestrians and cyclists in your path and automatically apply the brakes if it thinks you’re about to hit them. That’s in addition to adaptive cruise control that’ll accelerate and brake for you on motorways to keep you a safe distance from the car ahead. There are three driving modes, Normal, Range and Sherpa. Range mode uses the motor to recharge the batteries when you brake to help boost the Fiat 500’s range, while Normal model tones down this ‘regenerative braking’ effect. The Sherpa function limits the 500’s top speed to 50mph (down from 93mph) and turns off the air conditioning. These extreme measures will be useful in an emergency when you really need to eke out every last mile to reach a charging point. So, the Fiat 500 is now an electric city car, but we think you’ll agree it’s a good one, provided you don’t need lots of space or expect the last word in interior quality. If you just love the looks, head to our Fiat 500e deals page . If you'd like a used Fiat 500 then head over to our used 500e deals . You can also check out other used Fiat models , and if you want to change your car altogether, you can sell your car through Carwow with the help of our trusted dealers."
https://www.carwow.co.uk/fiat/600e,Fiat 600e Review & Prices,"£29,035",7/10,"The Fiat 500e is a great city car, but what if you need a bit more space? Step forward the Fiat 600e - the Italian firm’s small, fully-electric SUV . It captures some of the charm and style that’s made the 500 so popular, but stretches it across a bigger body with much more interior room and - importantly - five doors. Think of it like the 500’s older sibling. It’s not quite as cute to look at as the baby of the family, and might not get as much attention - but it’s a lot more useful when you need a helping hand. The 600e may be bigger than the 500 but it’s still pretty small by SUV standards. Compared with alternatives such as the Peugeot e-2008 , MG ZS EV or Carwow Car of the Year-winning Volvo EX30 , it’s quite a bit smaller. It’s more like a jacked-up hatchback, having a similar footprint but higher roofline than cars such as the Vauxhall Corsa Electric . Those tiny dimensions mean the 600e is fantastic for driving and parking in cramped towns and cities, and if you’re upgrading from a 500 it won’t feel intimidating or too bulky. Despite this, interior space is pretty good. The front seats have loads of room, and while the back seats are a bit too cramped for adults to get very comfortable they’re plenty spacious enough for a couple of child seats. Fiat 600e: electric range, battery and charging data Range: 254 miles Efficiency: 4.7mi/kWh Battery size: 54kWh Max charge speed: 100kW Charge time AC: 7hrs 45 mins, 7kW Charge time DC: 27 mins, 20-80%, 100kW Charge port location: Rear left Power outputs: 154hp You do pay for that with the boot space, however, which at 360 litres is larger than most electric hatchbacks but smaller than just about every other comparable electric SUV. Inside, there’s quite a lot to like. The 600e shares many of its components with its close sibling, the Jeep Avenger Electric , but adds in a dose of Italian style familiar to those who’ve sat in a 500. There’s a swooping shape to the dashboard and some shiny trim, plus a pleasing round housing over the instrument cluster. It’s quite a trim-dependent interior, though, with posh La Prima cars getting light-coloured upholstery and trim that really lifts the cabin - while the darker trim of entry-level cars looks and feels a little cheap. There’s plenty of storage space with big door bins and adjustable cupholders, but the fabric flap that covers the central storage bin is just plain annoying. The infotainment system is Fiat’s latest, and it’s based on a very wide but quite shallow display. It can be a bit awkward to use, and a little jerky to flick between menus - but the screen itself is high-res and the wireless smartphone connectivity works perfectly well, allowing you to bypass Fiat’s own system if you want to. There’s also a nice set of physical climate controls, which is much easier to operate on the move than having to head into a display sub-menu just to adjust the temperature. On the road, the 600e is genuinely impressive especially considering its price. It soaks up bumps as well as any of its alternatives, and can make some much more expensive cars feel positively uncomfortable in comparison. Dealing effortlessly with speed bumps and bad roads, plus super-light steering and good visibility means the Fiat 600e is a fantastic EV to drive around town. It’s comfortable on longer trips, too, though it doesn’t feel quite as stable and tied down as some alternatives and there’s a bit more noise on the motorway. The 600e is available with just one motor and battery option at the moment. It officially offers 254 miles of range from a pretty modest battery capacity, and in our tests it proved impressively efficient - resulting in a real-world range of about 200 miles. Public charging from 20-80% takes less than half an hour, which is par for the course. If you’re not ready to make the switch to electric just yet, there's also a hybrid 600. So the Fiat 600e is a decent small electric SUV overall – it’s a bit cheap inside and not hugely practical, but it’s packed full of character and is comfortable to drive around town. It’s priced temptingly, too. Interested? Check out the latest Fiat 600e deals available through Carwow. You can also check out deals on other Fiat models, as well as browse used Fiats from our network of trusted dealers. When the time comes, you can sell your current car through Carwow, too."
https://www.carwow.co.uk/fiat/500x-dolcevita-hatchback,Fiat 500X Dolcevita Hatchback Review & Prices,"£32,855",5/10,"In Italian, ‘dolce vita’ means to live the good life. In the case of the Fiat 500X Dolcevita, though, it means your retro-inspired SUV has a retractable roof. In the world of word association it’s quite the leap, but what’s in a name, really? You could compare the Fiat 500X Dolcevita to sipping espresso on the sun terrace of a cafe, because it’s cool, Italian and if the weather’s nice, more enjoyable if you can be exposed to the sunny sky. Convertible SUVs are a rare breed, with the much derided Range Rover Evoque Convertible and, more recently, the Volkswagen T-Roc Cabriolet scarce examples. But unlike these, the 500X Dolcevita has a retractable canvas roof that’s more like a big sunroof than a proper drop-top. While that sounds like a diss, the upside is that you don’t get the awkward proportions of the cars mentioned above. Instead, the design of the regular 500X remains as an alternative to regular family SUVs such as the Mini Countryman , Skoda Kamiq and Peugeot 2008 . The 500X is almost a decade old now, and its styling is heavily inspired by the small Fiat 500 city car that first reappeared in 2007. Yet it somehow still looks fresh and fun. While early versions of the 500X struggled to wrap the design cues over the bigger, chunkier body, Fiat has largely figured the details out to make this a pretty good looking SUV. You’ll find a similar funky chic style inside. It’s a playful appearance that offers something very different to some of the duller alternatives, such as the Kamiq or SEAT Arona , though it doesn’t feel quite as well built as those. The 7.0-inch touchscreen is one of the smaller units you’ll find in a family SUV, while it’s not hard to find some cheaper plastics."
https://www.carwow.co.uk/fiat/panda-4x4,Fiat Panda 4x4 Review and Prices,"£15,435",7/10,"The Fiat Panda 4×4 is a compact city car that’ll take the odd off-road excursion in its stride. It’s just as easy to live with as the standard Panda but comes with a grippy four-wheel-drive system that makes it a worthy alternative to the likes of the Suzuki Jimny and Dacia Duster 4×4. Inside, however, the Fiat Panda 4×4 comes with a much more stylish cabin than the unapologetically basic Suzuki. The dials, heating controls and even the centre of the steering wheel come with a squared-off circular design (should that be squircular?) and you can choose from a selection of camouflage olive, beige and brown trims for the dashboard. Less worthy of praise, however, is the Fiat Panda 4×4’s infotainment system. Rather than a slick touchscreen like you get as standard in many other small SUVs (including the Suzuki Jimny) you’ll have to make do with a back-to-basics stereo and CD player with an old-fashioned orange and black display. Fiat’s UConnect app lets you use some of your smartphone’s features while you’re driving, but it’s nowhere near as intuitive as the more commonplace Apple CarPlay and Android Auto smartphone mirroring systems you’ll find in many alternatives. So, the Fiat Panda 4×4 doesn’t have a particularly high-tech cabin, but at least it’s relatively spacious for such a small car. Its tall body means there’s enough headroom in both the front and rear seats for adults to get comfy, but those in the back will be left wishing there was slightly more leg room – especially on long journeys. It’s a similar story when you take a look at the Fiat Panda 4×4’s boot. Its 225-litre capacity is big enough for a weekly shop but significantly smaller than the space you get in the likes of the less off-road focussed SEAT Arona and Renault Captur. Unlike most so-called off-roaders, the Fiat Panda 4x4 is perfectly capable of hauling you and three friends over deeply rutted fields and up snowy hills without breaking a sweat Also smaller than in many alternatives is the Fiat Panda 4×4’s diminutive 0.9-litre petrol engine. It might only have two cylinders, but it packs a fairly decent 85hp punch so it doesn’t feel too sluggish. It’ll accelerate from 0-62mph in a reasonable 12.1sec, and Fiat claims it’ll return 57.6mpg – although you’ll probably see a figure closer to 45mpg in normal driving conditions. There’s also a 1.3-litre diesel you should consider if you do lots of motorway miles. It’s not as fast as the petrol, but it uses less fuel and it’s slightly quieter when you’re cruising along. Not that the Fiat Panda 4×4 feels particularly at home whizzing along at 70mph, that is. It’s much more adept nipping through town where its small size and relatively large windows make it a doddle to manoeuvre and easier to park than the larger Dacia Duster. The Fiat Panda 4×4 is pretty comfortable to drive over poorly maintained roads, too, and it doesn’t lean a great deal in tight corners – despite its jacked-up suspension that makes it taller than the standard Panda. Head off-road, and the Fiat Panda 4×4’s special tyres and four-wheel drive mean it’ll happily traipse through mud that’d leave most two-wheel-drive SUVs well and truly stuck. It doesn’t have quite the same boulder-traversing abilities as the Suzuki Jimny, but it’ll prove more than capable of dealing with a few inches of snow or a heavily rutted field. Unfortunately, the Fiat Panda 4×4 there is a fly in the ointment The Panda Cross – with which the 4×4 shares many components – earned a mediocre three-star safety rating when it was crash-tested by Euro NCAP in 2015. If, however, you’re looking for a cheap, cheerful 4×4 that won’t cost the earth to run you should still consider the Fiat Panda 4×4 – especially if you actually plan to use it off-road."
https://www.carwow.co.uk/fiat/panda-cross,Fiat Panda Cross Review & Prices,"£9,295",7/10,"The Fiat Panda Cross is a chunky little hatchback that could be your ideal compact off-roader if you fancy something small and easy to drive but live somewhere prone to bouts of harsh winter weather. Unlike the Suzuki Jimny , the Fiat Panda Cross isn’t a thoroughbred 4×4 – as its name suggests, it’s based on the humble Panda hatchback . Peel away the Cross’ angrier bodywork, however, and you’ll find a neat four-wheel-drive system that means it’ll keep up with the Suzuki long after many more expensive SUVs have got themselves well and truly stuck. Its huge plastic bumpers and silver door protectors aren’t just for show, either – they’ll help make sure the Fiat Panda Cross’ bodywork springs back into shape should you have an altercation with a particularly solid piece of the countryside. It even comes with two tow hooks front and back so you can use the Panda’s off-road prowess to rescue other motorists caught in a sudden snowstorm – if you feel like it, that is. This rugged utilitarian theme continues in the Fiat Panda Cross’ cabin – only here it’s less appealing. Sure, the square instruments look pretty funky and the contrasting silver slab and copper-effect dashboard add a splash of colour, but the plastics all feel hard and scratchy and you don’t get a great deal of equipment as standard. So, it might not feel all that plush inside, but at least the Fiat Panda Cross’ cabin is pretty roomy. There’s loads of headroom in the front (although a height-adjustable driver’s seat doesn’t come as standard on entry-level cars) and three kids will have plenty of space to stretch out in the back. A Dacia Duster as more space for tall adults, though, as well as a more practical boot than the diminutive Fiat Panda Cross. The Dacia ’s engines aren’t quite as economical as the Fiat’s, though. You can get the Panda Cross with either a city-friendly 0.9-litre two-cylinder petrol or a more powerful 1.2-litre four-cylinder that’ll be better if you plan on doing long motorway journeys or any kind of serious off-roading. If you plan to stick to the asphalt, though, you’ll find the Fiat Panda Cross feels very similar to the standard Panda – that’s to say it’s a doddle to manoeuvre in town, easy to park and even reasonably comfortable. It’s not particularly spritely – whichever engine you pick – and it leans a fair amount in tight corners, though not enough to make passengers feel ill. What it lacks, though, is any kind of advanced safety kit, such as the automatic emergency braking feature you get in a Suzuki Jimny. That being said, the more affordable Fiat is still a charming compact off-roader that’s well worth a second look. Check out our new Fiat deals and used Fiat deals to see how much you can save through carwow, and find out how you can sell your car through carwow, too."
https://www.carwow.co.uk/renault/clio-renaultsport,"Renault UKNew Renault Cars, Prices & Reviews","8,235",Not found,Not found
https://www.carwow.co.uk/renault/grand-scenic,Renault Grand Scenic Review and Prices,"£24,085",7/10,"The Renault Grand Scenic is a large family MPV that combines the practicality of seven seats with wild styling that helps it stand out from the likes of the VW Sharan and SEAT Alhambra. Take the Renault’s standard 20-inch alloy wheels for example. They’re larger than the wheels you’ll find on some Aston Martins and look like they’ve been pinched from some kind of sci-fi concept car. You could say the same about the strange kink in the Renault Grand Scenic’s side windows – although this serves a practical purpose letting small children see out and stopping them feel car sick on long drives. Less exciting is how the Renault Grand Scenic looks inside. If its exterior could make a convincing Star Wars prop, its cabin looks like it belongs on the set of Gone with the Wind. Almost everything’s either black or very dark grey and you’ll have to pay for a high-spec model if you want any kind of leather trim or mood lighting. Even the menus on the portrait infotainment system are a bit dark and dingy, but at least this touchscreen is relatively easy to use – if not quite as intuitive as the VW’s system with its extra menu shortcut buttons. You won’t buy a big seven-seater just because its cabin looks nice, though – rather you’ll be persuaded to part with your cash if it’s easy to live with. In this respect, the Renault Grand Scenic’s clever sliding seats and roomy cabin grant it plenty of brownie points. There’s space for three adults in the middle row and just about enough space for two more in the back – although, a VW Sharan is a bit more spacious still. The Renault Grand Scenic is a spacious seven-seater that could be your ideal MPV if how a car looks is just as important as how easy it is to live with. The VW also has a bigger boot than the Renault Grand Scenic, but both are huge once you fold all the back seats down. Even with the boot filled to the brim, the Renault Grand Scenic’s engines have enough poke to pull you along quite happily. The diesel version’s nice and quiet on motorways and is impressively economical. If you do lots of short journeys, especially in town, the petrol engine’s a better bet. The Renault Grand Scenic’s big windows and raised driving position also help make it feel at home in cities. The steering’s nice and light to help you manoeuvre it easily and you get parking sensors as standard, but the Renault’s huge wheels highlight bumps and potholes more than the smaller wheels you get on the VW and SEAT. That being said, the Renault Grand Scenic’s still pretty relaxing to drive – especially if you pay extra for the optional automatic gearbox. It’s not the smoothest unit around but it saves you from having to constantly change gear in heavy traffic. It also comes with automatic emergency braking and lane departure warning which help make the Renault Grand Scenic one of the safest MPVs on sale and certainly worth considering if you’re on the hunt for a safe and stylish family car. Check out our Renault Grand Scenic deals to see how much you can save on one."
https://www.carwow.co.uk/renault/megane-rs,Renault Megane R.S. Review and Prices,"£30,315",6/10,"The Renault Megane R.S. is a seriously quick hot hatch which, like the Hyundai i30N, the VW Golf GTI and the Honda Civic Type R, comes with front, instead of four-wheel drive. Unlike the Honda, though, the Renault Megane R.S doesn’t look like a collection of boy-racer cliches haphazardly fixed to a hum-drum hatchback. Sure, it’s wider and lower than the standard Megane, but compared with the Batmobile-inspired Civic, the R.S.’ fake plastic grilles, central exhaust pipe and big wheels are almost subtle. Almost. Things do get a little bit lairy inside, where you’ll find uber-supportive sports seats, red details on the steering wheel and dashboard and even optional carbon-fibre effect fabric inserts on the dashboard and doors. They’re an acquired taste, but help make the Megane R.S.’ interior feel undeniably sporty. There’s the same slightly fiddly portrait infotainment screen and digital driver’s display as you get in the standard Megane, only here you’ll find a few tasty R.S. graphics and a less appetising engine revving sound which plays through the speakers when you unlock and open the door. The rest of the Renault Megane R.S.’ interior is less gimmicky. There’s space for four adults to get comfortable inside, or two adults in the front and three kids in the back. It’s easy to fit a child seat because every model has front and back doors as standard, and the boot’s just as roomy as the standard Megane’s so there’s space for some suitcases, the weekly shop or a large baby buggy. There aren’t many ways to personalise your Renault Megane R.S., but you can pick between the standard 280hp version in standard or Cup trim, and a 300hp model with the upgraded Trophy chassis. The most hard-core Trophy versions of the Renault Megane R.S. may be the fastest, but they’re also the most difficult to live with thanks to their super-firm suspension. This slightly confusing arrangement boils down to a choice of three cars. There’s an entry-level 280hp car with softer, less focussed suspension, a more hard-core 280hp model with upgraded suspension and a grip-boosting differential and a rip-roaring 300hp range-topper with the beefiest brakes, biggest wheels and stiffest suspension. All models come with a 1.8-litre turbocharged engine and the option of a six-speed manual or an automatic gearbox. The automatic ‘box is responsive but a little jerky at slow speeds, while the manual is more engaging, but a bit notchy – especially when you’re barrelling along a country road. Another thing that feels odd at first is the Renault Megan R.S.’ four-wheel steering feature. This helps make it as agile as a mosquito after a double espresso – especially in the sportiest Race driving mode – but also makes the steering feel flighty and the car prone to wandering at motorway speeds. Around town, the firm suspension transmits an unpleasant thud through your seat with every passing pothole and you’ll hear a distinct roar from the wide tyres at motorway speeds. This all contributes to making the Renault Megane R.S. quite tiring to drive for long periods. If you’re hoping this firm setup results in racing-car handling on an empty backroad, you might be a little disappointed. Sure, the Renault Megane R.S. is one of the most nimble hot-hatches around, but its aggressively quick steering and fidgety suspension don’t inspire a great deal of confidence – especially on uneven or unfamiliar roads. Even the hard-as-nails Civic Type R in its most focussed R+ mode is more at home leaping from one bend to another than the perennially unsettled R.S. If you plan to take your next hot hatch on regular track days, then the Renault Megane R.S. is well worth a look – especially in its most focussed Cup and Trophy configurations. But, if you plan to take it to work as well as the race track, you’ll be better off with the Civic Type R."
https://www.carwow.co.uk/renault/rafale,Renault Rafale Review & Prices,"£38,195",7/10,"The Renault Rafale is what happens when high-street brands start producing their own takes on designer fashion trends; looks great but it just isn't as posh as the bigger names. Think of it as a Weekday outfit to the Gucci BMW X4 and Hugo Boss Volvo EC40 . Yet for its size and body shape it’s not a direct alternative to either of those cars, sitting somewhere in between the Germans and the cheaper Peugeot 3008 or less stylish - and electric-only - Skoda Enyaq Coupe . It’s not just in its positioning where the Rafale stands out, but in its styling too. It’s a head-turning car, with a tall, imposing front end, flanked by a pair of arrow-shaped LED running lights. The broad grille, aggressive headlights, sporty silhouette and sleek rear-end all give the Rafale a hint of baby Lamborghini Urus about it, if you squint. The interior is rather posh at a glance, but once you settle in, it’s not as luxurious as appearances suggest. The two-tier dashboard has a full-width vent detail across the passenger side and a driver-facing, portrait-oriented infotainment system . It’s mounted in the same wrap-around, driver-facing trim panel as the digital instrument cluster - and while it looks great, the gloss black detailing and air vents feel a bit cheap to the touch. The leatherette and suede on the seats, dashboard and door trims feel lovely though, and most of the high-up plastics are of the soft-touch variety. Boot space is good, and while the plug-in hybrid model loses out on some boot space, the regular model has more boot capacity than a Peugeot 408 and Cupra Formentor . The parcel shelf feels flimsy, and the seats don’t fold completely flat either, which is annoying. You can choose from a 200hp self-charging hybrid powertrain or a more powerful, 300hp plug-in hybrid (PHEV), both with the same 1.2-litre engine under the bonnet. The more powerful engine suits the car’s character better, and it’s a great choice for company car buyers due to its low benefit-in-kind tax rate . Driving the Rafale is a mixed bag, because while the optional four-wheel steering and responsive controls make for good progress in town, it’s far too stiff over small bumps - and bouncy over big ones. The same applies to ruts and dips on the motorway, and the road noise is far too intrusive at speed. Country lanes are better, as the darty steering, lack of body lean and tremendous levels of grip from its huge tyres are all reassuring when hustling down a back road. It’s just a shame that the steering wheel doesn’t give you much sense as to what the front wheels are doing, and the 1.2-litre engine is gruff when accelerating. As a sporty, alternative choice to the typical German or Scandinavian fare, the Rafale is worth a look, and you can find new Renault Rafale deals on Carwow. There are Renault Rafale lease deals too, as well as used Renault Rafales available through our network of trusted dealers. For something a little smaller, there are other used Renaults for sale, and Carwow can even help you sell your car when it’s time to switch."
